c_index_gbsm_MeanAct,c_index_gbsm_FPC,c_index_deepsurv_MeanAct,c_index_deepsurv_FPC,c_index_Coxtime_MeanAct,c_index_Coxtime_FPC,c_index_cox_MeanAct,c_index_cox_FPC,c_index_pencox_MeanAct,c_index_pencox_FPC,c_index_gamcox_MeanAct,c_index_gamcox_FPC,c_index_rsf_MeanAct,c_index_rsf_FPC
0.7845268542199488,0.7904454966475427,0.7886224777943215,0.7924731734866766,0.7858328626927487,0.7805445739419143,0.783148473820759,0.784071320367049,0.786857272204907,0.787292577179572,0.783252947014679,0.784506625341714,0.80179,0.805199
0.8066701182155492,0.8045733022693934,0.7855324093853069,0.792573098415845,0.7954440589914042,0.7856691217936668,0.794242903579064,0.79759773331711,0.789879886665856,0.792156999078725,0.800848267830138,0.803664238905595,0.809334,0.816271
0.7944290740171466,0.7980069679270417,0.787242337944128,0.7725284784377543,0.7895985896392731,0.7913954434499593,0.774039616876652,0.777953242473137,0.780322015860483,0.786226784304302,0.783085584812386,0.783016924714202,0.808733,0.813467
0.7660743305306296,0.774924044372218,0.7658439309391782,0.7738380534224291,0.7687826893137649,0.7724561372819984,0.766631655777687,0.763071226389903,0.760596727965393,0.761006177344988,0.763373862887864,0.759706620618447,0.776848,0.780536
0.7478930226311195,0.7581425021825263,0.7521004908077531,0.7551118875301556,0.7536145079444306,0.758456035271608,0.745923935999459,0.751093990234342,0.755875445621505,0.757260884991637,0.740584925743829,0.747985199452583,0.76301,0.765055
0.774438855813317,0.7787500855402724,0.7787918370116541,0.7751615803491153,0.7640502807511578,0.7726000441059221,0.769299588803056,0.767028542917606,0.764895136176729,0.761849870103057,0.770469521531924,0.764740292139084,0.790872,0.794221
0.7521814254859611,0.7513088552915766,0.7694612316173324,0.7558679015938778,0.7565355840509493,0.74831795381007,0.753213770069755,0.752918051037626,0.748290917946666,0.746586184702628,0.758484526936525,0.758571503122445,0.760453,0.772999
0.7671445449575905,0.7772575781621964,0.7711400265122444,0.7735645015000349,0.7681748412753785,0.7749075559896742,0.752738848972042,0.759087998861777,0.761844632567404,0.766539802233763,0.769385359607313,0.773102368926514,0.79078,0.796293
0.7463121018014459,0.7616389895416531,0.7694415138004969,0.7789538168328626,0.7612735255079468,0.7661573018412007,0.758028276124304,0.769798472121401,0.756092502333299,0.767361471188081,0.749974074458156,0.761951674790003,0.766369,0.782009
0.7841549603001483,0.7910740773056453,0.7861771058315334,0.7937969762419006,0.7857796976241901,0.785987041036717,0.783130199264848,0.786348687103185,0.782796039325349,0.786665259677448,0.782637753038217,0.785926590337502,0.798656,0.809089
0.7737844082780791,0.7815785948697341,0.7725672534041846,0.7789770840252408,0.7608933909000332,0.7649285951511126,0.768873324803017,0.776247558758166,0.764041349585831,0.77035490605428,0.773368577008553,0.781635126944575,0.788281,0.796064
0.8045611958999704,0.8076153350851852,0.8088379705400982,0.8166594883280214,0.8163493840985442,0.8064777327935223,0.81102638268034,0.811447103164169,0.812604084494697,0.8110439127005,0.809641511087738,0.806012796914716,0.814363,0.818438
0.774604615438327,0.776306601962085,0.7560275842997632,0.7842686531049621,0.7769750600598005,0.7670889576383968,0.764382067922404,0.769781389050106,0.765314198279956,0.771504950843314,0.775954554248228,0.781758384776377,0.799979,0.809646
0.7841749323715058,0.7864652840396754,0.7851721188796237,0.7796129997861877,0.7990877343026156,0.7837288860380586,0.771582013471691,0.773620972146368,0.78073912251957,0.779009648643728,0.782887311123248,0.780302202803568,0.793506,0.800034
0.7851463928929447,0.7837809810225034,0.7847997261211914,0.784851078397809,0.7675282437521397,0.7777644642245807,0.776702072087759,0.779052759881595,0.772174821521853,0.773393696674212,0.785669510708689,0.781838760229845,0.786448,0.797989
0.7429177745960319,0.7531874275584646,0.7511859142090248,0.7569930955315091,0.740601313368334,0.7471343923561288,0.741865695987363,0.744939132226438,0.741865695987363,0.745728953829776,0.742930238148383,0.74710255661819,0.76033,0.76588
0.7634824321179903,0.7622384506613685,0.7761567098032264,0.7635259705725935,0.7621875553979791,0.7475802162737103,0.75688635708105,0.751982982405538,0.756561869051053,0.756111191231612,0.761483270839342,0.75264998557831,0.776979,0.775791
0.7754034482145081,0.7722096685230326,0.7888362759421923,0.8013871041560316,0.7693499269481948,0.7744371490432854,0.774616557538793,0.777056238227644,0.775710826083057,0.777432953628128,0.778688671629743,0.782258498520047,0.792562,0.789514
0.7646286707462795,0.7678875330412427,0.7493026249910593,0.7752485516057507,0.7602460482082827,0.7270045061154424,0.746131616490471,0.747119288875883,0.746095036031752,0.748509346307203,0.756319274243699,0.75664849837217,0.788785,0.797564
0.8004313010916264,0.8073438205252512,0.7911621271937099,0.7898019440666157,0.7864346614471022,0.7906479116212719,0.788294190773779,0.782548802204079,0.786631051977287,0.78212881765951,0.794829150287269,0.786110271142022,0.812373,0.818065
0.7773531530581765,0.7867358951381934,0.7752803129074316,0.7663972186006084,0.793116036505867,0.7474141677531508,0.771734702913309,0.773523421588595,0.770725228017356,0.772531656778535,0.775064199061365,0.772496236606748,0.796193,0.804325
0.7622128078471355,0.7515073742682863,0.7598126284261484,0.736251871974367,0.763695886880507,0.753735241876502,0.756577316667257,0.740165008321235,0.75211571828193,0.739067313480401,0.764154952020113,0.750557699798166,0.777347,0.775257
0.7845361005451454,0.7913460358639065,0.7859151018708133,0.8040331817708514,0.7841449446392003,0.7550935406615529,0.770082662144977,0.77585841458245,0.771478027412746,0.775805426027978,0.784142291931609,0.788204747774481,0.798333,0.802929
0.7908411539798401,0.7970716023635732,0.808496360914675,0.8031452709096853,0.801459075345412,0.8040055747690085,0.795509868133023,0.79402132987759,0.801674167731993,0.796980894173686,0.795702502495491,0.793881232159431,0.799934,0.808587
0.7692709761447766,0.770813339731286,0.7694728426352765,0.7933386633099154,0.7690815996733972,0.7798833075339786,0.769653532725738,0.775476801681512,0.769188360353531,0.773202625639612,0.779456609754837,0.782006443498785,0.803526,0.80238
0.7960901462152548,0.7963029157943113,0.8021644583796905,0.7972084555476889,0.7962307407032804,0.7922524527156872,0.778642174166353,0.780047294286987,0.777442681380445,0.777956749717262,0.793327392988108,0.79474964871997,0.816757,0.81946
0.7646782887554585,0.7688659934497817,0.7679586038961039,0.775585091991342,0.7606364989177489,0.7667410714285714,0.767750463503399,0.769930646158072,0.762840760832246,0.762857927624803,0.773020668818238,0.768900638604683,0.769653,0.777022
0.7697236614853196,0.7734887737478411,0.7627836301241229,0.7673934199518533,0.7568591965307063,0.7343565928531184,0.758272779549375,0.759806227891334,0.756948437799502,0.758690992733546,0.770313834143621,0.772056389077666,0.779351,0.791925
0.7998025905659071,0.8020104592366836,0.7895612500428801,0.7836609378752015,0.7747075572021543,0.781311104250283,0.773491454482037,0.773334495988839,0.783222881060342,0.781932333449599,0.787495640041856,0.785838855946983,0.807267,0.812585
0.7372336008856906,0.7430372958760033,0.7363250496337372,0.7393030738686931,0.7465256383925515,0.7375573355240638,0.731261553486101,0.730284956925116,0.736249171636846,0.737121132852011,0.735185378954344,0.733022915140735,0.756284,0.761544
0.8019042084031315,0.8072031725411097,0.8088705989940558,0.8197090551914512,0.814154346390286,0.8210469271283172,0.816498924731183,0.816774193548387,0.813866666666667,0.815277419354839,0.806537634408602,0.80385376344086,0.822375,0.827146
0.8006565733286074,0.8043360845274866,0.7998391609563221,0.8032737447015263,0.7869217752609446,0.7999564394256706,0.792412494273741,0.79305722866014,0.794244897266666,0.794770864792413,0.79210709377492,0.792751828161319,0.798906,0.805312
0.7579090139433626,0.7705910810857508,0.7609835503769705,0.7827278958190541,0.7630054832076765,0.7797978067169294,0.764853120111246,0.769615852598644,0.76238484269077,0.76759951329741,0.768937945419781,0.773335650964714,0.766313,0.781733
0.7972814582859542,0.8032556024001539,0.7967764298093587,0.7896533795493934,0.7884922010398614,0.7708318890814558,0.790465788175604,0.792245084912973,0.792615037699951,0.795979846381509,0.793090691283208,0.78953209780847,0.807625,0.806053
0.7893134338865521,0.7894102324926521,0.7863101678941673,0.7956996753813397,0.7816328667667284,0.7873049670145554,0.783179886685552,0.783055949008499,0.784543201133144,0.787889518413598,0.797574362606232,0.798512747875354,0.813233,0.821837
0.7689444296729593,0.7750864131879819,0.7704319752956451,0.7672737481138365,0.7656244516966698,0.7613082078815314,0.766836971667441,0.769623780771017,0.765389974632891,0.766390367644432,0.772624959805638,0.764407445782272,0.784708,0.788487
0.7750941402988635,0.7812281688220961,0.777146624740072,0.7879494852158037,0.784466872918463,0.7889976500819935,0.768926214757049,0.773519581797926,0.773348187505356,0.779192732881995,0.772645470905819,0.780649584368841,0.796078,0.805406
